420774577453,13-01-2020 18:10:15,13-01-2020 18:12:57
420776562353,18-01-2020 08:59:20,18-01-2020 09:10:00
420774577453,01-01-2024 08:00:00,01-01-2024 08:10:00
420774577453,13-01-2020 18:10:15,13-01-2020 18:12:57
420776562353,18-01-2020 08:59:20,18-01-2020 09:10:00
420774577453,13-01-2020 19:05:15,13-01-2020 19:12:57
420776562353,02-01-2024 16:00:00,02-01-2024 16:10:00
420774577453,03-01-2024 08:00:00,03-01-2024 08:10:00
420776562353,03-01-2024 16:00:00,03-01-2024 16:10:00
420774577453,04-01-2024 08:00:00,04-01-2024 08:10:00
420776562353,04-01-2024 16:00:00,04-01-2024 16:10:00
420774577453,05-01-2024 08:00:00,05-01-2024 08:10:00
420776562353,05-01-2024 16:00:00,05-01-2024 16:10:00
420774577453,13-01-2020 18:10:15,13-01-2020 18:12:57
420776562353,18-01-2020 08:59:20,18-01-2020 09:10:00
420774577453,13-01-2020 19:05:15,13-01-2020 19:12:57
420774577453,13-01-2020 20:05:15,13-01-2020 20:12:57
420776562353,18-01-2020 10:59:20,18-01-2020 11:10:00
420777777777,19-01-2020 09:00:00,19-01-2020 09:05:00
